Site,Date,Hour,ED Enc,ED Enc Admitted
C,2023-08-17,2,20,9
C,2023-08-17,3,37,14
C,2023-08-17,4,30,9
C,2023-08-18,1,9,3
C,2023-08-18,2,24,6
C,2023-08-18,3,45,15
C,2023-08-18,4,36,12
C,2023-08-19,1,14,4
C,2023-08-19,2,22,8
C,2023-08-19,3,37,9
C,2023-08-19,4,38,11
C,2023-08-20,1,14,5
C,2023-08-20,2,25,11
C,2023-08-20,3,39,8
C,2023-08-20,4,33,5
C,2023-08-21,1,14,2
C,2023-08-21,2,34,13
C,2023-08-21,3,45,13
C,2023-08-21,4,38,10
C,2023-08-22,1,8,3
C,2023-08-22,2,29,13
C,2023-08-22,3,27,6
C,2023-08-22,4,34,9
C,2023-08-23,1,13,3
C,2023-08-23,2,28,9
C,2023-08-23,3,52,18
C,2023-08-23,4,26,9
C,2023-08-24,1,6,1
C,2023-08-24,2,20,6
C,2023-08-24,3,29,11
C,2023-08-24,4,27,7
C,2023-08-25,1,17,5
C,2023-08-25,2,19,5
C,2023-08-25,3,39,14
C,2023-08-25,4,31,5
C,2023-08-26,1,11,2
C,2023-08-26,2,24,10
C,2023-08-26,3,34,10
C,2023-08-26,4,34,9
C,2023-08-27,1,19,4
C,2023-08-27,2,22,6
C,2023-08-27,3,30,16
C,2023-08-27,4,30,7
C,2023-08-28,1,8,2
C,2023-08-28,2,37,12
C,2023-08-28,3,35,10
C,2023-08-28,4,35,10
C,2023-08-29,1,8,2
C,2023-08-29,2,28,8
C,2023-08-29,3,37,12
C,2023-08-29,4,26,6
C,2023-08-30,1,12,1
C,2023-08-30,2,34,14
C,2023-08-30,3,40,17
C,2023-08-30,4,22,4
C,2023-08-31,1,10,2
C,2023-08-31,2,32,9
C,2023-08-31,3,40,11
C,2023-08-31,4,30,7
C,2023-09-01,1,10,2
C,2023-09-01,2,21,8
C,2023-09-01,3,44,8
C,2023-09-01,4,43,8
C,2023-09-02,1,10,0
C,2023-09-02,2,28,5
C,2023-09-02,3,37,7
C,2023-09-02,4,41,13
C,2023-09-03,1,14,3
C,2023-09-03,2,22,10
C,2023-09-03,3,35,18
C,2023-09-03,4,36,9
C,2023-09-04,1,8,3
C,2023-09-04,2,28,8
C,2023-09-04,3,47,12
C,2023-09-04,4,36,8
C,2023-09-05,1,15,8
C,2023-09-05,2,29,12
C,2023-09-05,3,40,19
C,2023-09-05,4,28,4
C,2023-09-06,1,14,2
C,2023-09-06,2,28,8
C,2023-09-06,3,35,13
C,2023-09-06,4,32,8
C,2023-09-07,1,5,0
C,2023-09-07,2,35,8
C,2023-09-07,3,31,7
C,2023-09-07,4,44,9
C,2023-09-08,1,8,0
C,2023-09-08,2,34,14
C,2023-09-08,3,44,12
C,2023-09-08,4,23,3
C,2023-09-09,1,16,2
C,2023-09-09,2,20,10
C,2023-09-09,3,31,7
C,2023-09-09,4,42,13
C,2023-09-10,1,12,3
C,2023-09-10,2,24,9
C,2023-09-10,3,38,11
C,2023-09-10,4,46,9
C,2023-09-11,1,17,8
C,2023-09-11,2,34,9
C,2023-09-11,3,32,13
C,2023-09-11,4,36,5
C,2023-09-12,1,12,4
C,2023-09-12,2,27,11
C,2023-09-12,3,42,17
C,2023-09-12,4,42,16
C,2023-09-13,1,12,1
C,2023-09-13,2,22,8
C,2023-09-13,3,26,9
C,2023-09-13,4,37,12
C,2023-09-14,1,17,3
C,2023-09-14,2,24,5
C,2023-09-14,3,49,17
C,2023-09-14,4,25,7
C,2023-09-15,1,10,5
C,2023-09-15,2,15,5
C,2023-09-15,3,45,18
C,2023-09-15,4,27,7
C,2023-09-16,1,13,4
C,2023-09-16,2,20,5
C,2023-09-16,3,34,11
C,2023-09-16,4,21,4
C,2023-09-17,1,13,4
C,2023-09-17,2,12,5
C,2023-09-17,3,37,10
C,2023-09-17,4,34,11
C,2023-09-18,1,10,4
C,2023-09-18,2,23,10
C,2023-09-18,3,36,13
C,2023-09-18,4,33,9
C,2023-09-19,1,10,3
C,2023-09-19,2,31,8
C,2023-09-19,3,40,11
C,2023-09-19,4,33,4
C,2023-09-20,1,6,2
C,2023-09-20,2,25,11
C,2023-09-20,3,32,17
C,2023-09-20,4,26,10
C,2023-09-21,1,5,3
C,2023-09-21,2,24,11
C,2023-09-21,3,40,15
C,2023-09-21,4,28,7
C,2023-09-22,1,9,4
C,2023-09-22,2,24,9
C,2023-09-22,3,34,13
C,2023-09-22,4,38,16
C,2023-09-23,1,13,3
C,2023-09-23,2,20,10
C,2023-09-23,3,33,7
C,2023-09-23,4,31,4
C,2023-09-24,1,12,4
C,2023-09-24,2,24,7
C,2023-09-24,3,37,12
C,2023-09-24,4,35,8
C,2023-09-25,1,12,5
C,2023-09-25,2,31,11
C,2023-09-25,3,49,13
C,2023-09-25,4,28,2
C,2023-09-26,1,10,2
C,2023-09-26,2,31,9
C,2023-09-26,3,37,13
C,2023-09-26,4,27,7
C,2023-09-27,1,9,3
C,2023-09-27,2,26,7
C,2023-09-27,3,31,11
C,2023-09-27,4,34,10
C,2023-09-28,1,13,2
C,2023-09-28,2,22,5
C,2023-09-28,3,30,6
C,2023-09-28,4,28,7
C,2023-09-29,1,6,2
C,2023-09-29,2,27,11
C,2023-09-29,3,47,16
C,2023-09-29,4,36,8
C,2023-09-30,1,10,2
C,2023-09-30,2,27,6
C,2023-09-30,3,35,8
C,2023-09-30,4,31,6
C,2023-10-01,1,10,3
C,2023-10-01,2,15,5
C,2023-10-01,3,44,16
C,2023-10-01,4,28,6
C,2023-10-02,1,14,4
C,2023-10-02,2,32,11
C,2023-10-02,3,29,12
C,2023-10-02,4,31,9
C,2023-10-03,1,9,3
C,2023-10-03,2,21,9
C,2023-10-03,3,44,17
C,2023-10-03,4,31,8
C,2023-10-04,1,10,3
C,2023-10-04,2,20,5
C,2023-10-04,3,39,12
C,2023-10-04,4,33,6
C,2023-10-05,1,11,3
C,2023-10-05,2,24,12
C,2023-10-05,3,34,8
C,2023-10-05,4,23,3
C,2023-10-06,1,13,6
C,2023-10-06,2,25,8
C,2023-10-06,3,37,11
C,2023-10-06,4,32,10
C,2023-10-07,1,20,3
C,2023-10-07,2,22,9
C,2023-10-07,3,33,11
C,2023-10-07,4,24,6
C,2023-10-08,1,10,3
C,2023-10-08,2,23,6
C,2023-10-08,3,38,13
C,2023-10-08,4,34,8
C,2023-10-09,1,8,2
C,2023-10-09,2,31,11
C,2023-10-09,3,46,18
C,2023-10-09,4,32,7
C,2023-10-10,1,11,5
C,2023-10-10,2,24,8
C,2023-10-10,3,36,13
C,2023-10-10,4,25,5
C,2023-10-11,1,8,3
C,2023-10-11,2,29,12
C,2023-10-11,3,41,14
C,2023-10-11,4,38,10
C,2023-10-12,1,12,5
C,2023-10-12,2,29,9
C,2023-10-12,3,27,8
C,2023-10-12,4,25,2
C,2023-10-13,1,13,1
C,2023-10-13,2,37,15
C,2023-10-13,3,24,9
C,2023-10-13,4,29,7
C,2023-10-14,1,14,7
C,2023-10-14,2,13,5
C,2023-10-14,3,26,6
C,2023-10-14,4,23,6
C,2023-10-15,1,11,1
C,2023-10-15,2,16,5
C,2023-10-15,3,44,15
C,2023-10-15,4,31,6
C,2023-10-16,1,11,4
C,2023-10-16,2,30,11
C,2023-10-16,3,39,13
C,2023-10-16,4,33,9
C,2023-10-17,1,7,0
C,2023-10-17,2,23,8
C,2023-10-17,3,51,17
C,2023-10-17,4,30,3
C,2023-10-18,1,4,0
C,2023-10-18,2,37,16
C,2023-10-18,3,42,19
C,2023-10-18,4,40,6
C,2023-10-19,1,9,0
C,2023-10-19,2,17,6
C,2023-10-19,3,30,10
C,2023-10-19,4,30,7
C,2023-10-20,1,9,1
C,2023-10-20,2,21,9
C,2023-10-20,3,43,17
C,2023-10-20,4,30,6
C,2023-10-21,1,5,1
C,2023-10-21,2,26,9
C,2023-10-21,3,37,10
C,2023-10-21,4,30,10
C,2023-10-22,1,11,4
C,2023-10-22,2,26,13
C,2023-10-22,3,37,10
C,2023-10-22,4,32,8
C,2023-10-23,1,14,5
C,2023-10-23,2,27,8
C,2023-10-23,3,38,13
C,2023-10-23,4,29,4
C,2023-10-24,1,23,6
C,2023-10-24,2,26,5
C,2023-10-24,3,35,7
C,2023-10-24,4,31,10
C,2023-10-25,1,11,4
C,2023-10-25,2,15,8
C,2023-10-25,3,36,12
C,2023-10-25,4,42,9
C,2023-10-26,1,7,2
C,2023-10-26,2,25,6
C,2023-10-26,3,27,14
C,2023-10-26,4,30,12
C,2023-10-27,1,8,2
C,2023-10-27,2,28,5
C,2023-10-27,3,29,8
C,2023-10-27,4,32,9
C,2023-10-28,1,9,2
C,2023-10-28,2,18,7
C,2023-10-28,3,32,13
C,2023-10-28,4,30,5
C,2023-10-29,1,8,0
C,2023-10-29,2,17,4
C,2023-10-29,3,38,15
C,2023-10-29,4,26,7
C,2023-10-30,1,9,2
C,2023-10-30,2,22,6
C,2023-10-30,3,36,12
C,2023-10-30,4,28,6
C,2023-10-31,1,12,2
C,2023-10-31,2,24,8
C,2023-10-31,3,31,12
C,2023-10-31,4,27,9
C,2023-11-01,1,8,1
C,2023-11-01,2,25,10
C,2023-11-01,3,32,6
C,2023-11-01,4,25,2
C,2023-11-02,1,13,0
C,2023-11-02,2,29,10
C,2023-11-02,3,45,13
C,2023-11-02,4,23,3
C,2023-11-03,1,7,0
C,2023-11-03,2,23,8
C,2023-11-03,3,38,11
C,2023-11-03,4,32,9
C,2023-11-04,1,9,1
C,2023-11-04,2,22,6
C,2023-11-04,3,29,9
C,2023-11-04,4,32,10
C,2023-11-05,1,14,5
C,2023-11-05,2,26,4
C,2023-11-05,3,31,14
C,2023-11-05,4,28,5
C,2023-11-06,1,14,1
C,2023-11-06,2,27,11
C,2023-11-06,3,40,19
C,2023-11-06,4,23,1
C,2023-11-07,1,9,5
C,2023-11-07,2,28,10
C,2023-11-07,3,32,9
C,2023-11-07,4,29,7
C,2023-11-08,1,10,5
C,2023-11-08,2,22,6
C,2023-11-08,3,32,15
C,2023-11-08,4,22,5
C,2023-11-09,1,10,1
C,2023-11-09,2,27,5
C,2023-11-09,3,31,8
C,2023-11-09,4,25,5
C,2023-11-10,1,9,3
C,2023-11-10,2,21,7
C,2023-11-10,3,36,11
C,2023-11-10,4,36,13
C,2023-11-11,1,22,9
C,2023-11-11,2,20,4
C,2023-11-11,3,27,10
C,2023-11-11,4,40,11
C,2023-11-12,1,17,2
C,2023-11-12,2,25,11
C,2023-11-12,3,35,8
C,2023-11-12,4,35,10
C,2023-11-13,1,10,5
C,2023-11-13,2,39,13
C,2023-11-13,3,49,14
C,2023-11-13,4,29,5
C,2023-11-14,1,9,1
C,2023-11-14,2,32,13
C,2023-11-14,3,33,15
C,2023-11-14,4,21,8
C,2023-11-15,1,17,4
C,2023-11-15,2,24,8
C,2023-11-15,3,42,18
C,2023-11-15,4,29,8
C,2023-11-16,1,11,0
C,2023-11-16,2,28,9
C,2023-11-16,3,38,16
C,2023-11-16,4,26,9
C,2023-11-17,1,10,2
C,2023-11-17,2,29,7
C,2023-11-17,3,37,13
C,2023-11-17,4,36,14
C,2023-11-18,1,8,4
C,2023-11-18,2,16,8
C,2023-11-18,3,39,10
C,2023-11-18,4,28,7
C,2023-11-19,1,11,2
C,2023-11-19,2,17,4
C,2023-11-19,3,37,12
C,2023-11-19,4,29,7
C,2023-11-20,1,12,3
C,2023-11-20,2,25,7
C,2023-11-20,3,38,14
C,2023-11-20,4,27,6
C,2023-11-21,1,7,1
C,2023-11-21,2,24,8
C,2023-11-21,3,35,11
C,2023-11-21,4,40,15
C,2023-11-22,1,9,1
C,2023-11-22,2,18,3
C,2023-11-22,3,47,19
C,2023-11-22,4,27,6
C,2023-11-23,1,10,3
C,2023-11-23,2,15,5
C,2023-11-23,3,34,18
C,2023-11-23,4,33,9
C,2023-11-24,1,10,1
C,2023-11-24,2,27,4
C,2023-11-24,3,30,14
C,2023-11-24,4,13,3
C,2023-11-25,1,15,3
C,2023-11-25,2,25,10
C,2023-11-25,3,37,9
C,2023-11-25,4,21,2
C,2023-11-26,1,9,0
C,2023-11-26,2,20,8
C,2023-11-26,3,31,10
C,2023-11-26,4,21,6
C,2023-11-27,1,16,4
C,2023-11-27,2,25,8
C,2023-11-27,3,43,9
C,2023-11-27,4,30,7
C,2023-11-28,1,8,3
C,2023-11-28,2,28,6
C,2023-11-28,3,32,13
C,2023-11-28,4,26,9
C,2023-11-29,1,14,6
C,2023-11-29,2,25,8
C,2023-11-29,3,45,19
C,2023-11-29,4,26,7
C,2023-11-30,1,10,4
C,2023-11-30,2,24,5
C,2023-11-30,3,39,15
C,2023-11-30,4,32,9
C,2023-12-01,1,8,3
C,2023-12-01,2,21,6
C,2023-12-01,3,33,14
C,2023-12-01,4,36,13
C,2023-12-02,1,16,4
C,2023-12-02,2,24,8
C,2023-12-02,3,45,17
C,2023-12-02,4,20,4
C,2023-12-03,1,19,3
C,2023-12-03,2,17,4
C,2023-12-03,3,41,13
C,2023-12-03,4,25,4
C,2023-12-04,1,9,1
C,2023-12-04,2,19,7
C,2023-12-04,3,41,16
C,2023-12-04,4,29,4
C,2023-12-05,1,12,1
C,2023-12-05,2,25,8
C,2023-12-05,3,33,12
C,2023-12-05,4,39,13
C,2023-12-06,1,14,1
C,2023-12-06,2,34,8
C,2023-12-06,3,45,19
C,2023-12-06,4,25,3
C,2023-12-07,1,6,1
C,2023-12-07,2,30,14
C,2023-12-07,3,38,15
C,2023-12-07,4,26,11
C,2023-12-08,1,7,0
C,2023-12-08,2,19,10
C,2023-12-08,3,39,17
C,2023-12-08,4,33,2
C,2023-12-09,1,16,5
C,2023-12-09,2,31,9
C,2023-12-09,3,34,11
C,2023-12-09,4,25,8
C,2023-12-10,1,15,4
C,2023-12-10,2,27,10
C,2023-12-10,3,30,8
C,2023-12-10,4,33,12
C,2023-12-11,1,10,4
C,2023-12-11,2,28,9
C,2023-12-11,3,30,13
C,2023-12-11,4,25,6
C,2023-12-12,1,13,3
C,2023-12-12,2,31,7
C,2023-12-12,3,29,8
C,2023-12-12,4,30,8
C,2023-12-13,1,14,6
C,2023-12-13,2,29,8
C,2023-12-13,3,41,17
C,2023-12-13,4,28,5
C,2023-12-14,1,12,1
C,2023-12-14,2,26,12
C,2023-12-14,3,52,18
C,2023-12-14,4,33,9
C,2023-12-15,1,12,1
C,2023-12-15,2,14,2
C,2023-12-15,3,32,14
C,2023-12-15,4,34,8
C,2023-12-16,1,14,7
C,2023-12-16,2,25,10
C,2023-12-16,3,32,11
C,2023-12-16,4,32,9
C,2023-12-17,1,24,4
C,2023-12-17,2,31,14
C,2023-12-17,3,35,11
C,2023-12-17,4,30,11
C,2023-12-18,1,15,4
C,2023-12-18,2,25,7
C,2023-12-18,3,26,8
C,2023-12-18,4,28,13
C,2023-12-19,1,13,3
C,2023-12-19,2,32,9
C,2023-12-19,3,47,19
C,2023-12-19,4,28,5
C,2023-12-20,1,4,3
C,2023-12-20,2,37,18
C,2023-12-20,3,39,15
C,2023-12-20,4,37,10
C,2023-12-21,1,12,3
C,2023-12-21,2,30,6
C,2023-12-21,3,47,11
C,2023-12-21,4,29,7
C,2023-12-22,1,17,3
C,2023-12-22,2,29,10
C,2023-12-22,3,36,14
C,2023-12-22,4,36,11
C,2023-12-23,1,12,5
C,2023-12-23,2,27,10
C,2023-12-23,3,29,7
C,2023-12-23,4,33,11
C,2023-12-24,1,12,3
C,2023-12-24,2,19,3
C,2023-12-24,3,19,3
C,2023-12-24,4,39,13
C,2023-12-25,1,24,7
C,2023-12-25,2,26,11
C,2023-12-25,3,31,10
C,2023-12-25,4,31,13
C,2023-12-26,1,5,2
C,2023-12-26,2,33,15
C,2023-12-26,3,37,10
C,2023-12-26,4,28,6
C,2023-12-27,1,19,5
C,2023-12-27,2,28,9
C,2023-12-27,3,49,18
C,2023-12-27,4,29,9
C,2023-12-28,1,8,2
C,2023-12-28,2,29,6
C,2023-12-28,3,46,18
C,2023-12-28,4,36,10
C,2023-12-29,1,7,1
C,2023-12-29,2,33,17
C,2023-12-29,3,36,12
C,2023-12-29,4,22,3
C,2023-12-30,1,17,4
C,2023-12-30,2,28,8
C,2023-12-30,3,48,14
C,2023-12-30,4,32,8
C,2023-12-31,1,19,3
C,2023-12-31,2,27,6
C,2023-12-31,3,39,7
C,2023-12-31,4,24,1
C,2024-01-01,1,16,4
C,2024-01-01,2,32,8
C,2024-01-01,3,44,9
C,2024-01-01,4,37,9
C,2024-01-02,1,9,5
C,2024-01-02,2,29,12
C,2024-01-02,3,43,17
C,2024-01-02,4,31,6
C,2024-01-03,1,7,1
C,2024-01-03,2,34,6
C,2024-01-03,3,57,22
C,2024-01-03,4,29,7
C,2024-01-04,1,10,1
C,2024-01-04,2,37,10
C,2024-01-04,3,37,10
C,2024-01-04,4,25,8
C,2024-01-05,1,8,2
C,2024-01-05,2,18,4
C,2024-01-05,3,44,18
C,2024-01-05,4,20,8
C,2024-01-06,1,14,5
C,2024-01-06,2,19,7
C,2024-01-06,3,25,6
C,2024-01-06,4,36,9
C,2024-01-07,1,12,3
C,2024-01-07,2,25,9
C,2024-01-07,3,34,11
C,2024-01-07,4,36,12
C,2024-01-08,1,8,1
C,2024-01-08,2,33,9
C,2024-01-08,3,36,18
C,2024-01-08,4,25,6
C,2024-01-09,1,14,3
C,2024-01-09,2,21,7
C,2024-01-09,3,22,7
C,2024-01-09,4,38,11
C,2024-01-10,1,9,1
C,2024-01-10,2,29,12
C,2024-01-10,3,43,20
C,2024-01-10,4,34,13
C,2024-01-11,1,13,1
C,2024-01-11,2,22,5
C,2024-01-11,3,31,9
C,2024-01-11,4,18,11
C,2024-01-12,1,6,1
C,2024-01-12,2,34,10
C,2024-01-12,3,29,13
C,2024-01-12,4,29,9
C,2024-01-13,1,8,4
C,2024-01-13,2,14,5
C,2024-01-13,3,28,8
C,2024-01-13,4,22,8
C,2024-01-14,1,11,2
C,2024-01-14,2,24,11
C,2024-01-14,3,40,14
C,2024-01-14,4,33,15
C,2024-01-15,1,15,6
C,2024-01-15,2,28,11
C,2024-01-15,3,41,15
C,2024-01-15,4,24,10
C,2024-01-16,1,6,2
C,2024-01-16,2,26,7
C,2024-01-16,3,44,22
C,2024-01-16,4,31,12
C,2024-01-17,1,3,0
C,2024-01-17,2,31,10
C,2024-01-17,3,36,14
C,2024-01-17,4,34,6
C,2024-01-18,1,12,0
C,2024-01-18,2,29,15
C,2024-01-18,3,26,15
C,2024-01-18,4,25,7
C,2024-01-19,1,5,4
C,2024-01-19,2,20,10
C,2024-01-19,3,35,18
C,2024-01-19,4,26,10
C,2024-01-20,1,15,2
C,2024-01-20,2,28,7
C,2024-01-20,3,23,7
C,2024-01-20,4,29,10
C,2024-01-21,1,25,8
C,2024-01-21,2,15,7
C,2024-01-21,3,45,15
C,2024-01-21,4,33,5
C,2024-01-22,1,12,2
C,2024-01-22,2,19,7
C,2024-01-22,3,50,23
C,2024-01-22,4,26,6
C,2024-01-23,1,9,4
C,2024-01-23,2,20,7
C,2024-01-23,3,36,14
C,2024-01-23,4,28,5
C,2024-01-24,1,18,4
C,2024-01-24,2,20,5
C,2024-01-24,3,38,15
C,2024-01-24,4,25,9
C,2024-01-25,1,10,5
C,2024-01-25,2,28,10
C,2024-01-25,3,43,20
C,2024-01-25,4,27,11
C,2024-01-26,1,12,2
C,2024-01-26,2,17,2
C,2024-01-26,3,43,15
C,2024-01-26,4,32,7
C,2024-01-27,1,10,4
C,2024-01-27,2,14,4
C,2024-01-27,3,27,9
C,2024-01-27,4,32,7
C,2024-01-28,1,13,2
C,2024-01-28,2,29,5
C,2024-01-28,3,37,15
C,2024-01-28,4,36,10
C,2024-01-29,1,12,4
C,2024-01-29,2,38,11
C,2024-01-29,3,37,14
C,2024-01-29,4,28,8
C,2024-01-30,1,10,5
C,2024-01-30,2,30,11
C,2024-01-30,3,35,12
C,2024-01-30,4,25,8
C,2024-01-31,1,11,4
C,2024-01-31,2,37,12
C,2024-01-31,3,28,7
C,2024-01-31,4,28,9
C,2024-02-01,1,10,1
C,2024-02-01,2,22,5
C,2024-02-01,3,44,13
C,2024-02-01,4,36,12
C,2024-02-02,1,10,2
C,2024-02-02,2,29,6
C,2024-02-02,3,36,19
C,2024-02-02,4,26,9
C,2024-02-03,1,12,6
C,2024-02-03,2,29,12
C,2024-02-03,3,24,6
C,2024-02-03,4,36,9
C,2024-02-04,1,10,3
C,2024-02-04,2,16,4
C,2024-02-04,3,48,17
C,2024-02-04,4,28,6
C,2024-02-05,1,12,5
C,2024-02-05,2,36,15
C,2024-02-05,3,34,11
C,2024-02-05,4,30,11
C,2024-02-06,1,12,2
C,2024-02-06,2,28,14
C,2024-02-06,3,36,13
C,2024-02-06,4,27,6
C,2024-02-07,1,18,4
C,2024-02-07,2,26,14
C,2024-02-07,3,34,16
C,2024-02-07,4,26,7
C,2024-02-08,1,12,3
C,2024-02-08,2,31,16
C,2024-02-08,3,31,14
C,2024-02-08,4,21,7
C,2024-02-09,1,8,2
C,2024-02-09,2,28,5
C,2024-02-09,3,31,14
C,2024-02-09,4,24,6
C,2024-02-10,1,9,1
C,2024-02-10,2,10,4
C,2024-02-10,3,34,12
C,2024-02-10,4,30,9
C,2024-02-11,1,13,2
C,2024-02-11,2,15,5
C,2024-02-11,3,28,9
C,2024-02-11,4,33,9
C,2024-02-12,1,11,5
C,2024-02-12,2,25,10
C,2024-02-12,3,38,17
C,2024-02-12,4,29,3
C,2024-02-13,1,12,2
C,2024-02-13,2,40,13
C,2024-02-13,3,42,20
C,2024-02-13,4,25,4
C,2024-02-14,1,9,2
C,2024-02-14,2,20,13
C,2024-02-14,3,35,10
C,2024-02-14,4,28,5
C,2024-02-15,1,16,4
C,2024-02-15,2,30,14
C,2024-02-15,3,39,12
C,2024-02-15,4,27,7
C,2024-02-16,1,12,3
C,2024-02-16,2,22,10
C,2024-02-16,3,33,13
C,2024-02-16,4,35,8
C,2024-02-17,1,10,1
C,2024-02-17,2,16,9
C,2024-02-17,3,32,8
C,2024-02-17,4,31,10
C,2024-02-18,1,9,3
C,2024-02-18,2,18,7
C,2024-02-18,3,36,8
C,2024-02-18,4,35,12
C,2024-02-19,1,11,3
C,2024-02-19,2,18,4
C,2024-02-19,3,42,11
C,2024-02-19,4,32,8
C,2024-02-20,1,13,3
C,2024-02-20,2,17,3
C,2024-02-20,3,42,14
C,2024-02-20,4,34,12
C,2024-02-21,1,12,3
C,2024-02-21,2,23,9
C,2024-02-21,3,43,15
C,2024-02-21,4,31,8
C,2024-02-22,1,11,6
C,2024-02-22,2,29,6
C,2024-02-22,3,40,16
C,2024-02-22,4,22,9
C,2024-02-23,1,10,3
C,2024-02-23,2,17,6
C,2024-02-23,3,33,10
C,2024-02-23,4,30,9
C,2024-02-24,1,9,0
C,2024-02-24,2,23,7
C,2024-02-24,3,39,13
C,2024-02-24,4,38,9
C,2024-02-25,1,16,2
C,2024-02-25,2,25,5
C,2024-02-25,3,30,6
C,2024-02-25,4,28,8
C,2024-02-26,1,13,8
C,2024-02-26,2,37,17
C,2024-02-26,3,32,8
C,2024-02-26,4,28,11
C,2024-02-27,1,11,3
C,2024-02-27,2,23,15
C,2024-02-27,3,31,10
C,2024-02-27,4,27,11
C,2024-02-28,1,8,2
C,2024-02-28,2,26,9
C,2024-02-28,3,39,15
C,2024-02-28,4,25,7
C,2024-02-29,1,6,1
C,2024-02-29,2,17,9
C,2024-02-29,3,37,16
C,2024-02-29,4,25,4
C,2024-03-01,1,11,1
C,2024-03-01,2,30,10
C,2024-03-01,3,39,17
C,2024-03-01,4,31,11
C,2024-03-02,1,14,4
C,2024-03-02,2,15,6
C,2024-03-02,3,25,13
C,2024-03-02,4,32,9
C,2024-03-03,1,10,5
C,2024-03-03,2,21,4
C,2024-03-03,3,31,14
C,2024-03-03,4,28,8
C,2024-03-04,1,13,1
C,2024-03-04,2,23,7
C,2024-03-04,3,52,22
C,2024-03-04,4,32,8
C,2024-03-05,1,5,3
C,2024-03-05,2,25,7
C,2024-03-05,3,43,17
C,2024-03-05,4,20,8
C,2024-03-06,1,11,7
C,2024-03-06,2,25,9
C,2024-03-06,3,44,21
C,2024-03-06,4,30,5
C,2024-03-07,1,7,2
C,2024-03-07,2,23,7
C,2024-03-07,3,41,14
C,2024-03-07,4,34,11
C,2024-03-08,1,13,4
C,2024-03-08,2,24,8
C,2024-03-08,3,38,12
C,2024-03-08,4,34,8
C,2024-03-09,1,10,0
C,2024-03-09,2,22,8
C,2024-03-09,3,33,11
C,2024-03-09,4,35,7
C,2024-03-10,1,13,3
C,2024-03-10,2,28,12
C,2024-03-10,3,40,17
C,2024-03-10,4,37,13
C,2024-03-11,1,14,5
C,2024-03-11,2,28,6
C,2024-03-11,3,41,19
C,2024-03-11,4,25,4
C,2024-03-12,1,19,4
C,2024-03-12,2,28,7
C,2024-03-12,3,29,9
C,2024-03-12,4,29,7
C,2024-03-13,1,12,3
C,2024-03-13,2,37,10
C,2024-03-13,3,36,16
C,2024-03-13,4,36,10
C,2024-03-14,1,12,2
C,2024-03-14,2,29,9
C,2024-03-14,3,44,10
C,2024-03-14,4,24,8
C,2024-03-15,1,9,4
C,2024-03-15,2,18,10
C,2024-03-15,3,39,13
C,2024-03-15,4,28,9
C,2024-03-16,1,7,2
C,2024-03-16,2,23,8
C,2024-03-16,3,32,7
C,2024-03-16,4,36,8
C,2024-03-17,1,8,1
C,2024-03-17,2,20,7
C,2024-03-17,3,35,9
C,2024-03-17,4,30,10
C,2024-03-18,1,8,3
C,2024-03-18,2,30,12
C,2024-03-18,3,46,17
C,2024-03-18,4,24,7
C,2024-03-19,1,9,4
C,2024-03-19,2,21,8
C,2024-03-19,3,35,10
C,2024-03-19,4,22,7
C,2024-03-20,1,12,3
C,2024-03-20,2,31,7
C,2024-03-20,3,39,15
C,2024-03-20,4,33,11
C,2024-03-21,1,9,2
C,2024-03-21,2,19,5
C,2024-03-21,3,39,11
C,2024-03-21,4,28,6
C,2024-03-22,1,6,0
C,2024-03-22,2,19,9
C,2024-03-22,3,31,13
C,2024-03-22,4,35,6
C,2024-03-23,1,12,5
C,2024-03-23,2,19,4
C,2024-03-23,3,32,10
C,2024-03-23,4,34,7
C,2024-03-24,1,13,6
C,2024-03-24,2,20,5
C,2024-03-24,3,27,9
C,2024-03-24,4,29,12
C,2024-03-25,1,17,4
C,2024-03-25,2,31,10
C,2024-03-25,3,42,18
C,2024-03-25,4,22,6
C,2024-03-26,1,6,2
C,2024-03-26,2,28,16
C,2024-03-26,3,35,11
C,2024-03-26,4,31,6
C,2024-03-27,1,10,1
C,2024-03-27,2,17,10
C,2024-03-27,3,35,9
C,2024-03-27,4,32,8
C,2024-03-28,1,8,3
C,2024-03-28,2,23,9
C,2024-03-28,3,32,9
C,2024-03-28,4,33,10
C,2024-03-29,1,9,2
C,2024-03-29,2,21,7
C,2024-03-29,3,33,16
C,2024-03-29,4,34,6
C,2024-03-30,1,18,3
C,2024-03-30,2,14,9
C,2024-03-30,3,40,13
C,2024-03-30,4,26,5
C,2024-03-31,1,14,6
C,2024-03-31,2,15,4
C,2024-03-31,3,27,5
C,2024-03-31,4,34,11
C,2024-04-01,1,13,2
C,2024-04-01,2,26,15
C,2024-04-01,3,42,19
C,2024-04-01,4,35,8
C,2024-04-02,1,13,4
C,2024-04-02,2,30,10
C,2024-04-02,3,43,17
C,2024-04-02,4,38,7
C,2024-04-03,1,10,3
C,2024-04-03,2,31,7
C,2024-04-03,3,47,22
C,2024-04-03,4,31,5
C,2024-04-04,1,18,2
C,2024-04-04,2,22,10
C,2024-04-04,3,33,16
C,2024-04-04,4,29,9
C,2024-04-05,1,8,1
C,2024-04-05,2,33,14
C,2024-04-05,3,38,10
C,2024-04-05,4,22,5
