Year,Month,Weekday,Site,ED Enc,ED Enc Admitted
2024,9.8,3,C,108,37
2022,5.366666666666666,4,A,129,44
2018,10.133333333333333,5,D,77,10
2021,6.0,1,B,191,47
2022,8.6,5,B,179,44
2018,12.866666666666667,4,B,119,32
2023,5.833333333333333,5,B,173,44
2018,12.6,3,C,99,34
2025,7.933333333333334,2,A,117,37
2025,6.0,6,C,89,23
2021,12.8,6,A,122,27
2020,2.7,6,C,106,31
2019,9.166666666666666,5,D,91,18
2024,11.0,5,B,170,45
2020,3.7,7,C,85,19
2018,9.933333333333334,6,D,73,10
2019,10.666666666666666,1,B,195,62
2020,1.3333333333333333,6,D,73,13
2023,5.833333333333333,5,D,80,15
2018,8.0,3,B,146,38
2023,9.9,4,D,83,11
2023,12.666666666666666,4,A,131,47
2018,2.6333333333333333,2,A,101,24
2018,7.333333333333333,3,B,147,39
2023,7.4,4,A,141,49
2023,8.3,4,B,166,40
2024,6.733333333333333,7,D,90,15
2025,3.3333333333333335,2,D,73,11
2020,2.066666666666667,1,A,145,37
2021,1.8666666666666667,3,C,71,23
2020,2.8333333333333335,3,B,157,34
2024,10.833333333333334,6,B,191,57
2025,6.9,6,B,183,55
2023,9.166666666666666,3,C,109,31
2020,8.433333333333334,5,A,113,29
2021,8.266666666666667,1,B,170,50
2022,10.033333333333333,7,C,108,31
2021,11.466666666666667,1,B,169,49
2020,8.133333333333333,3,C,76,24
2024,9.233333333333333,7,A,131,33
2018,8.166666666666666,1,D,74,12
2023,4.233333333333333,6,D,68,18
2019,4.266666666666667,2,A,123,41
2025,6.0,7,B,187,41
2018,5.266666666666667,3,A,116,28
2021,1.8333333333333335,2,C,82,23
2020,9.366666666666667,6,A,136,30
2022,3.033333333333333,3,A,104,28
2018,10.2,7,A,118,33
2021,10.033333333333333,6,C,103,31
2020,5.866666666666667,3,C,89,32
2022,7.8,1,A,128,34
2021,12.6,7,B,191,42
2021,6.333333333333333,5,C,95,27
2022,12.6,1,D,63,16
2018,2.5,5,A,129,37
2022,6.966666666666667,4,B,160,51
2025,2.5,7,C,103,40
2018,2.8333333333333335,1,A,140,48
2019,11.466666666666667,5,A,115,39
2019,7.466666666666667,1,B,174,48
2019,2.5666666666666664,1,C,65,23
2018,1.7333333333333334,2,B,155,35
2023,7.366666666666666,3,A,133,42
2018,9.233333333333333,6,D,82,16
2019,1.3,4,D,70,13
2020,12.466666666666667,2,D,67,10
2018,2.466666666666667,4,A,124,25
2019,3.2666666666666666,6,B,123,35
2021,1.7,5,C,62,21
2025,4.733333333333333,3,D,84,15
2025,5.8,7,B,172,35
2021,8.2,6,C,117,34
2019,12.733333333333333,1,D,99,12
2022,5.5,1,A,122,38
2019,11.266666666666667,6,D,78,11
2019,2.1666666666666665,3,C,71,22
2021,10.833333333333334,2,A,119,30
2019,2.5,6,B,180,41
2020,2.3,1,A,131,33
2018,6.5,6,B,170,33
2023,5.333333333333333,4,B,165,42
2018,5.5,3,D,72,15
2020,4.066666666666666,5,A,76,23
2019,2.1333333333333333,2,C,114,35
2018,10.966666666666667,2,B,143,39
2023,5.4,6,C,105,43
2024,6.733333333333333,7,A,125,40
2022,7.833333333333333,2,B,168,50
2018,9.3,1,A,141,42
2024,6.733333333333333,7,B,187,49
2023,11.266666666666667,4,A,118,37
2023,1.9666666666666668,1,C,107,34
2022,2.5,3,B,157,45
2022,1.4333333333333333,5,C,90,27
2021,4.1,7,C,103,34
2019,2.0,4,A,109,37
2022,2.5666666666666664,5,C,86,33
2019,8.033333333333333,5,C,86,22
2025,7.1,5,C,100,28
2020,1.0333333333333334,4,C,105,37
2020,6.566666666666666,4,A,105,26
2018,11.733333333333333,5,A,129,53
2022,5.8,3,D,81,7
2019,6.366666666666666,3,D,83,11
2018,12.4,4,A,106,36
2024,5.2,2,C,90,32
2020,8.233333333333333,6,D,83,12
2018,1.2666666666666666,2,A,134,39
2019,8.3,6,A,90,24
2021,11.0,7,A,113,40
2022,8.1,4,B,175,48
2022,6.833333333333333,7,D,75,9
2019,7.0,1,D,104,20
2025,8.0,5,D,84,18
2022,1.2333333333333334,6,D,71,11
2025,8.3,7,C,100,22
2019,5.466666666666667,3,C,74,17
2022,1.6666666666666665,5,C,86,21
2023,2.8333333333333335,7,A,99,27
2019,7.3,3,C,88,24
2020,11.633333333333333,5,A,104,39
2018,5.7,2,D,70,14
2024,12.966666666666667,1,D,85,16
2024,6.7,6,A,105,33
2018,11.033333333333333,5,A,115,35
2018,6.3,7,C,108,33
2020,2.2666666666666666,7,A,108,27
2020,7.133333333333334,7,D,72,8
2020,9.666666666666666,1,D,77,18
2020,10.766666666666666,6,D,65,18
2023,1.8666666666666667,5,A,120,46
2021,10.6,2,B,163,38
2021,8.1,3,C,115,30
2019,7.5,2,A,117,30
2021,1.8666666666666667,3,D,55,9
2022,5.5,1,B,187,49
2022,5.533333333333333,2,C,108,38
2024,2.8333333333333335,1,D,84,19
2021,6.1,5,C,98,28
2019,5.666666666666667,2,C,92,24
2019,2.6666666666666665,4,C,87,31
2019,10.733333333333333,3,D,69,17
2021,6.866666666666667,7,D,95,7
2024,6.266666666666667,7,D,52,8
2025,1.9,2,B,168,40
2020,7.3,5,B,149,46
2025,4.666666666666667,1,B,196,39
2020,3.2333333333333334,7,D,70,9
2020,4.1,6,B,124,39
2019,9.366666666666667,4,C,92,36
2019,3.2333333333333334,5,C,90,19
2020,11.233333333333333,7,A,106,34
2021,2.3666666666666667,5,C,102,35
2022,10.966666666666667,7,A,118,31
2024,3.9,4,A,141,44
2024,7.466666666666667,1,D,68,10
2025,6.033333333333333,1,D,71,12
2025,3.6333333333333333,4,A,132,41
2025,6.6,4,B,192,64
2020,3.2333333333333334,7,C,91,34
2023,9.666666666666666,4,C,97,36
2021,8.5,1,A,145,48
2021,12.333333333333334,6,B,180,32
2022,10.4,4,B,175,36
2023,11.3,5,B,184,38
2024,9.6,4,C,104,49
2019,4.833333333333333,5,A,113,38
2025,5.5,5,A,120,44
2022,7.7,5,D,91,14
2018,4.933333333333334,7,D,71,12
2019,11.3,7,D,87,15
2021,11.333333333333334,4,A,130,31
2024,7.6,5,B,194,51
2022,3.6666666666666665,1,B,191,51
2024,2.033333333333333,5,A,141,55
2020,10.366666666666667,1,C,102,26
2018,10.866666666666667,6,C,76,14
2020,12.866666666666667,7,C,81,24
2020,12.9,1,D,64,11
2021,8.133333333333333,4,D,74,12
2022,9.8,7,A,120,39
2023,3.533333333333333,5,D,68,11
2025,5.2,3,B,200,50
2023,4.433333333333334,5,D,65,6
2023,8.566666666666666,5,B,170,48
2019,10.8,5,A,108,39
2025,1.4666666666666668,3,C,105,41
2019,3.066666666666667,7,A,124,33
2021,6.533333333333333,4,D,75,14
2024,1.5,2,B,185,65
2024,6.8,2,D,89,16
2022,9.266666666666667,5,B,170,48
2021,11.766666666666666,3,B,150,42
2023,10.466666666666667,7,B,182,38
2024,12.533333333333333,2,C,110,37
2019,1.3666666666666667,6,A,123,35
2022,4.333333333333333,1,C,104,41
2019,11.966666666666667,6,A,110,40
2021,11.4,6,B,184,44
2021,6.9,1,A,130,34
2024,8.833333333333334,1,C,118,33
2025,1.9333333333333333,3,B,200,49
2019,11.433333333333334,4,C,78,33
2019,8.166666666666666,2,A,117,34
2021,2.6,5,C,93,29
2024,12.833333333333334,4,B,197,66
2019,8.3,6,B,156,38
2025,7.666666666666667,1,B,193,58
2019,9.133333333333333,4,C,95,24
2020,8.033333333333333,7,D,68,12
2021,8.666666666666666,6,B,177,46
2025,5.1,7,C,99,24
2021,6.466666666666667,2,C,97,37
2020,10.5,5,D,73,13
2024,8.666666666666666,3,D,70,13
2024,10.266666666666667,3,C,111,27
2022,12.4,2,B,159,34
2024,1.0333333333333334,2,C,112,40
2019,5.5,4,C,77,29
2018,2.3666666666666667,1,C,76,21
2020,12.3,4,C,91,42
2018,12.666666666666666,5,A,118,30
2022,3.1666666666666665,7,A,115,36
2020,9.066666666666666,4,C,80,25
2022,11.633333333333333,7,A,109,30
2023,12.933333333333334,5,D,71,16
2018,12.566666666666666,2,A,125,40
2024,6.5,7,C,100,35
2023,8.766666666666666,4,B,163,41
2024,4.4,6,D,70,11
2025,5.733333333333333,5,C,129,36
2020,12.8,5,C,75,30
2021,2.7333333333333334,2,C,94,28
2025,7.8,5,A,156,56
2021,8.1,3,D,71,13
2022,2.2,1,A,116,38
2021,5.4,4,C,100,27
2021,10.3,7,A,130,44
2019,4.233333333333333,1,D,93,22
2021,7.166666666666667,2,B,200,45
2023,6.0,4,D,91,10
2019,13.0,2,B,164,41
2018,3.2666666666666666,5,C,69,17
2022,12.366666666666667,1,A,146,45
2021,10.4,3,D,66,8
2022,12.1,7,D,62,5
2023,11.0,2,D,64,17
2024,7.933333333333334,1,A,128,46
2025,1.6333333333333333,1,D,54,13
2020,9.166666666666666,7,C,89,34
2024,1.7333333333333334,2,C,93,30
2020,9.666666666666666,1,B,176,48
2020,4.7,3,A,86,29
2019,3.3666666666666667,2,B,161,49
2018,1.7333333333333334,2,D,64,10
2024,10.366666666666667,6,A,112,40
2023,1.5666666666666667,3,C,99,33
2020,10.533333333333333,6,B,149,40
2023,9.233333333333333,5,C,109,29
2023,6.333333333333333,7,A,126,35
2018,7.4,5,D,80,10
2018,6.3,7,B,176,43
2021,12.433333333333334,2,B,180,48
2021,10.2,4,D,89,14
2024,2.6,1,C,103,26
2018,7.133333333333334,4,A,109,27
2020,6.966666666666667,2,D,67,15
2018,7.333333333333333,3,A,123,41
2023,1.5666666666666667,3,A,105,38
2025,6.033333333333333,1,A,157,53
2020,9.866666666666667,7,D,66,9
2024,11.9,4,C,82,28
2020,9.2,1,B,176,35
2018,12.8,2,A,135,40
2025,3.8,2,C,126,42
2018,1.0333333333333334,2,D,82,15
2021,5.233333333333333,6,B,168,37
2023,12.233333333333333,5,C,98,29
2024,1.3333333333333333,4,A,123,49
2020,9.566666666666666,5,B,157,34
2019,8.233333333333333,4,B,130,36
2024,5.266666666666667,4,C,112,38
2018,5.066666666666666,4,D,63,13
2020,2.7333333333333334,7,A,138,43
2024,7.366666666666666,5,A,148,53
2022,9.533333333333333,6,D,91,12
2024,10.333333333333334,5,D,76,13
2024,9.2,6,D,60,7
2022,4.6,2,C,102,34
2019,12.633333333333333,5,B,150,36
2020,6.4,6,B,139,40
2019,7.033333333333333,2,A,128,32
2023,9.866666666666667,3,C,100,31
2021,6.3,4,A,135,43
2023,9.9,4,C,93,20
2018,5.2,1,B,164,33
2022,8.266666666666667,2,A,119,43
2018,3.2666666666666666,5,B,127,38
2018,11.0,3,D,49,7
2020,10.766666666666666,6,B,152,31
2023,12.8,1,C,112,41
2022,5.066666666666666,2,B,190,56
2021,10.533333333333333,7,A,105,32
2019,7.066666666666666,3,C,85,24
2022,7.966666666666667,6,A,120,41
2018,2.9,3,A,120,34
2024,5.966666666666667,4,B,182,54
2021,11.166666666666666,6,A,126,32
2021,9.666666666666666,2,A,130,34
2018,8.0,2,D,82,7
2021,11.166666666666666,6,D,88,15
2023,4.766666666666667,1,A,145,50
2021,7.433333333333334,3,D,70,10
2019,12.466666666666667,7,C,92,29
2023,4.433333333333334,5,B,176,48
2018,8.2,2,A,113,34
2024,8.5,5,C,97,34
2022,8.433333333333334,7,D,76,11
2018,7.133333333333334,4,B,157,48
2021,10.333333333333334,1,B,180,49
2018,6.0,4,C,84,30
2022,9.333333333333334,7,B,181,42
2023,3.6,7,A,112,37
2023,1.1666666666666667,5,C,105,40
2020,1.5333333333333332,5,C,89,26
2022,10.9,5,D,69,6
2023,6.2,3,B,161,35
2023,7.666666666666667,5,C,105,35
2020,2.7666666666666666,1,C,104,24
2021,4.266666666666667,5,C,91,39
2023,2.033333333333333,4,A,97,25
2019,9.333333333333334,3,A,132,40
2024,12.766666666666666,2,D,80,14
2023,5.9,7,B,202,47
2024,9.766666666666666,2,A,110,33
2021,7.966666666666667,5,B,165,39
2019,3.3333333333333335,1,A,119,40
2019,3.466666666666667,5,B,161,50
2024,1.2666666666666666,2,A,120,40
2025,1.3666666666666667,7,A,116,43
2022,3.2,1,D,72,17
2024,5.2,2,D,69,17
2019,1.7666666666666666,4,A,114,28
2018,6.8,1,B,174,40
2020,1.5333333333333332,5,D,63,11
2024,7.133333333333334,5,C,100,41
2019,8.8,7,C,101,35
2020,12.5,3,A,117,39
2024,11.033333333333333,6,C,101,27
2020,4.233333333333333,3,D,53,14
2020,6.233333333333333,1,D,55,12
2018,3.966666666666667,5,A,102,43
2025,3.9333333333333336,6,A,107,34
2022,4.733333333333333,6,A,135,50
2024,5.533333333333333,5,B,173,49
2024,2.8333333333333335,1,C,110,44
2020,2.4,4,C,106,29
2018,7.966666666666667,1,D,77,20
2023,11.266666666666667,4,D,67,9
2019,7.066666666666666,3,B,152,45
2020,2.2,5,C,94,24
2018,10.533333333333333,3,B,154,30
2018,8.9,2,B,162,51
2020,6.933333333333334,1,D,69,9
2018,8.9,2,A,117,39
2022,4.833333333333333,2,B,159,47
2024,7.066666666666666,3,B,155,47
2019,1.4,7,D,68,14
2021,11.333333333333334,4,D,84,16
2019,3.1,1,B,150,54
2023,9.0,5,C,118,26
2018,2.3333333333333335,7,D,73,10
2019,5.233333333333333,3,A,110,36
2023,7.0,6,A,119,46
2022,7.2,4,A,138,32
2019,6.633333333333333,4,C,93,31
2022,4.9,4,A,115,40
2018,7.833333333333333,4,B,146,36
2024,11.733333333333333,6,D,68,8
2019,6.5,7,D,69,19
2020,6.833333333333333,5,A,118,27
2019,1.6333333333333333,7,A,121,28
2020,9.733333333333333,3,B,170,50
2020,7.666666666666667,2,B,163,46
2019,6.266666666666667,7,C,79,23
2019,10.033333333333333,3,D,73,13
2022,11.633333333333333,7,D,72,9
2024,6.6,3,C,103,30
2021,9.9,2,A,119,41
2024,3.5,6,C,98,25
2025,2.6666666666666665,5,C,94,22
2018,4.166666666666667,5,C,75,25
2021,9.933333333333334,3,A,120,38
2019,1.7333333333333334,3,D,72,15
2024,1.9333333333333333,1,C,115,37
2024,10.2,1,A,139,55
2023,1.1333333333333333,4,B,154,37
2023,6.033333333333333,5,A,132,36
2025,4.366666666666666,6,B,172,29
2024,10.866666666666667,7,C,99,25
2023,4.4,4,C,107,36
2024,1.5,2,C,107,43
2018,2.1333333333333333,1,A,154,49
2018,9.3,1,D,61,13
2023,5.333333333333333,4,D,60,13
2018,6.566666666666666,1,B,167,46
2025,1.7333333333333334,4,A,145,44
2023,3.7666666666666666,5,C,86,32
2018,4.233333333333333,7,C,74,23
2021,1.4333333333333333,4,C,71,21
2020,8.933333333333334,6,A,109,31
2020,11.6,4,B,163,49
2022,4.366666666666666,2,C,81,26
2024,8.333333333333334,7,D,57,9
2021,3.4333333333333336,7,A,109,36
2022,10.433333333333334,5,D,74,10
2021,4.666666666666667,3,D,73,7
2021,5.7,6,C,92,23
2019,10.1,5,A,113,36
2022,6.1,6,D,86,16
2024,3.5666666666666664,1,D,76,18
2023,3.066666666666667,5,C,93,34
2019,7.533333333333333,3,A,118,38
2019,6.766666666666667,1,A,137,44
2022,10.9,5,A,120,47
2019,4.4,6,C,80,21
2025,2.1666666666666665,4,D,60,14
2020,7.1,6,C,78,26
2020,7.933333333333334,3,C,98,27
2019,2.6,2,A,133,47
2019,1.3333333333333333,5,D,65,12
2019,10.4,7,A,110,36
2019,10.0,2,B,141,35
2024,6.666666666666667,5,C,106,34
2021,10.666666666666666,4,A,112,28
2020,6.433333333333334,7,D,73,13
2022,11.566666666666666,5,D,55,13
2025,7.466666666666667,2,C,104,26
2022,5.8,3,C,97,26
2019,11.6,2,C,102,31
2020,10.8,7,D,61,17
2020,10.433333333333334,3,C,88,20
2024,4.3,3,D,77,19
2022,10.4,4,A,128,45
2022,10.066666666666666,1,A,123,39
2019,3.7333333333333334,6,D,89,9
2020,11.466666666666667,7,B,172,50
2024,11.966666666666667,6,D,74,10
2024,6.466666666666667,6,A,121,44
2025,7.433333333333334,1,A,138,57
2023,4.366666666666666,3,B,202,45
2020,5.9,4,C,80,25
2022,6.2,2,D,74,11
2024,11.933333333333334,5,D,64,13
2021,2.2,7,C,77,35
2023,5.333333333333333,4,A,106,44
2022,3.3333333333333335,5,D,73,17
2025,4.766666666666667,4,A,125,47
2019,1.7666666666666666,4,D,58,12
2025,5.233333333333333,4,A,134,40
2018,10.933333333333334,1,B,159,42
2022,12.766666666666666,6,D,70,12
2024,9.133333333333333,4,D,85,10
2018,10.333333333333334,4,B,147,35
2024,10.666666666666666,1,A,144,41
2020,11.333333333333334,3,B,145,41
2024,10.566666666666666,5,A,115,50
2025,5.4,2,A,147,61
2018,9.766666666666666,1,D,72,13
2020,10.4,2,C,105,23
2020,4.4,1,C,53,22
2020,3.5,1,D,67,9
2023,11.9,2,A,129,49
2024,4.066666666666666,3,C,119,37
2021,3.2333333333333334,1,C,86,37
2020,6.0,1,D,68,13
2023,10.533333333333333,2,D,66,19
2023,3.9,2,C,97,29
2024,6.466666666666667,6,B,178,34
2019,5.4,1,B,171,55
2018,8.566666666666666,6,C,91,27
2019,4.7,1,A,110,38
2025,7.3,4,B,207,59
2020,7.0,3,B,157,45
2024,1.6,5,A,111,36
2024,3.1,1,C,120,38
2018,6.2,4,B,142,29
2021,1.2666666666666666,6,D,54,14
2018,7.7,7,A,144,38
2022,8.6,5,C,123,32
2021,4.933333333333334,4,C,89,29
2024,1.8333333333333335,5,C,104,26
2018,6.766666666666667,7,B,188,38
2024,5.566666666666666,6,A,126,33
2019,10.3,4,B,137,26
2023,6.866666666666667,2,A,142,48
2019,11.0,5,B,157,43
2022,1.4333333333333333,5,B,182,37
2020,7.466666666666667,3,A,117,27
2021,12.666666666666666,2,D,67,12
2019,4.066666666666666,3,A,107,37
2021,7.333333333333333,7,B,192,55
2020,4.733333333333333,4,C,47,14
2023,8.433333333333334,1,C,141,55
2020,8.466666666666667,6,C,87,25
2022,1.0,6,D,64,14
2022,10.133333333333333,3,C,108,28
2024,3.7333333333333334,6,D,66,11
2022,10.2,5,C,92,26
2022,12.7,4,B,171,40
2024,12.966666666666667,1,A,140,45
2021,3.2666666666666666,2,B,156,39
2025,7.833333333333333,6,C,115,31
2022,6.566666666666666,6,D,89,16
2018,1.8333333333333335,5,C,87,30
2021,10.233333333333333,5,C,89,28
2021,7.933333333333334,4,C,93,27
2018,9.1,2,C,92,26
2020,4.5,4,A,74,27
2023,5.866666666666667,6,A,135,41
2019,1.2,1,B,175,40
2021,1.1666666666666667,3,B,137,33
2022,11.2,1,B,173,50
2023,10.633333333333333,5,B,181,48
2025,3.466666666666667,6,B,178,39
2023,11.4,1,D,70,14
2018,13.0,1,D,70,16
2024,1.7333333333333334,2,A,133,51
2018,11.8,7,A,116,35
2018,2.7666666666666666,6,A,110,31
2025,4.433333333333334,1,A,133,45
2018,4.1,3,B,140,34
2021,11.0,7,D,80,16
2019,11.7,5,B,133,40
2021,3.2666666666666666,2,A,90,35
2021,8.233333333333333,7,D,84,11
2018,12.533333333333333,1,D,86,20
2022,3.7666666666666666,4,B,165,42
2019,9.766666666666666,2,A,127,36
2018,1.6333333333333333,6,D,77,15
2020,8.933333333333334,6,B,158,47
2025,6.3,2,C,113,35
2022,3.466666666666667,2,D,53,9
2021,9.4,1,C,107,23
2022,9.3,6,B,198,35
2018,9.233333333333333,6,A,121,22
2022,11.4,7,A,122,44
2024,1.9666666666666668,2,D,76,13
2024,5.466666666666667,3,D,66,9
2020,2.8333333333333335,3,D,69,11
2021,6.166666666666667,7,D,96,18
2024,5.466666666666667,3,C,119,41
2020,1.2333333333333334,3,B,153,42
2020,6.8,4,A,105,37
2022,8.4,6,A,137,34
2019,7.666666666666667,7,A,136,40
2023,6.066666666666666,6,A,109,36
2023,1.8,3,B,163,50
2023,3.4,1,A,130,46
2019,6.366666666666666,3,C,92,21
2018,1.5,2,D,50,8
2018,3.3666666666666667,1,D,95,17
2025,5.0,4,D,57,13
2020,8.633333333333333,4,D,72,17
2019,8.566666666666666,7,B,174,53
2023,10.333333333333334,3,C,116,39
2019,12.3,2,D,67,17
2023,5.666666666666667,7,D,78,11
2025,8.066666666666666,7,B,171,40
2023,5.1,4,A,116,46
2024,5.366666666666666,7,C,114,35
2023,5.166666666666667,6,A,128,33
2024,4.3,3,A,113,28
2021,9.033333333333333,4,C,79,31
2024,6.633333333333333,4,C,100,40
2024,9.1,3,C,89,25
2019,8.3,6,D,74,8
2022,5.566666666666666,3,D,74,17
2022,10.366666666666667,3,D,63,10
2023,9.866666666666667,3,A,134,39
2020,9.9,1,D,67,11
2019,12.233333333333333,7,B,193,36
2022,3.4333333333333336,1,B,168,48
2019,4.6,5,A,117,32
2023,10.233333333333333,7,B,201,51
2020,2.1666666666666665,4,C,106,28
2022,9.6,1,C,105,29
2024,1.2,7,A,131,33
2023,11.8,6,B,163,36
2023,2.2,2,C,103,30
2025,2.3,1,C,113,41
2025,3.533333333333333,1,B,201,54
2025,7.0,2,B,164,41
2023,7.766666666666667,1,A,137,38
2018,8.266666666666667,4,B,160,38
2022,3.2,1,C,91,31
2024,5.233333333333333,3,C,114,34
2018,9.066666666666666,1,D,91,11
2024,11.733333333333333,6,B,157,43
2020,1.2666666666666666,4,C,89,23
2024,4.633333333333333,6,C,101,26
2022,7.133333333333334,2,C,124,43
2020,8.366666666666667,3,D,60,12
2021,12.3,5,D,59,10
2023,2.2333333333333334,3,C,116,31
2024,1.6333333333333333,6,D,65,12
2019,5.066666666666666,5,B,150,41
2020,9.766666666666666,4,B,139,35
2018,4.766666666666667,2,C,107,35
2020,5.466666666666667,5,D,51,7
2018,4.4,5,D,67,14
2019,8.766666666666666,6,C,95,24
2023,4.166666666666667,4,A,119,41
2025,7.966666666666667,3,A,117,49
2019,6.766666666666667,1,C,97,35
2021,3.9333333333333336,1,D,81,9
2018,11.1,7,A,146,38
2019,11.366666666666667,2,B,163,26
2020,1.0666666666666667,5,B,166,42
2018,1.9666666666666668,2,C,99,40
2022,5.133333333333334,4,D,67,12
2024,1.7333333333333334,2,B,177,36
2023,6.8,7,C,105,32
2024,4.7,1,B,200,67
2019,6.266666666666667,7,A,109,35
2023,10.6,4,C,86,23
2021,10.066666666666666,7,A,138,42
2024,9.533333333333333,2,A,127,38
2023,4.9,5,B,155,44
2025,6.533333333333333,2,A,126,48
2018,12.233333333333333,6,D,58,8
2020,12.0,2,D,61,14
2020,7.5,4,A,128,45
2022,4.366666666666666,2,A,114,36
2022,1.1666666666666667,4,B,158,50
2025,4.733333333333333,3,B,162,48
2024,4.466666666666667,1,D,77,16
2025,3.3,1,A,125,33
2019,8.833333333333334,1,A,122,25
2023,6.533333333333333,6,A,109,31
2021,7.7,4,C,94,34
2018,9.6,3,B,133,29
2024,7.433333333333334,7,D,89,12
2022,1.8,2,A,91,24
2023,4.3,1,D,53,9
2019,5.633333333333333,1,C,77,27
2020,2.9333333333333336,6,D,74,15
2022,7.6,2,D,85,15
2024,6.5,7,B,204,38
2023,12.0,5,D,66,16
2021,9.933333333333334,3,B,187,45
2018,11.833333333333334,1,A,126,49
2018,3.033333333333333,5,B,139,34
2019,5.766666666666667,5,B,172,48
2023,4.466666666666667,6,B,191,42
2020,4.4,1,B,103,33
2023,5.3,3,C,123,34
2020,5.766666666666667,7,B,177,35
2020,3.9333333333333336,7,B,85,20
2024,8.333333333333334,7,B,185,44
2020,3.033333333333333,1,A,145,49
2020,12.333333333333334,5,B,157,34
2019,3.8,1,C,96,28
2023,12.266666666666667,6,C,106,33
2024,11.133333333333333,2,D,68,9
2022,10.666666666666666,5,A,150,54
2022,2.8333333333333335,6,A,110,38
2020,2.3666666666666667,3,C,95,30
2021,1.2666666666666666,6,A,88,22
2025,3.4,4,D,75,17
2021,1.4666666666666668,5,B,133,45
2023,6.1,7,D,87,13
2022,4.566666666666666,1,A,118,40
2018,6.933333333333334,5,B,169,31
2022,11.1,5,A,113,34
2018,11.3,6,B,152,35
2023,11.6,7,C,94,25
2019,3.5,6,C,107,29
2021,6.966666666666667,3,A,120,39
2019,10.233333333333333,2,C,99,41
2022,4.733333333333333,6,C,84,25
2022,5.266666666666667,1,C,112,25
2020,9.933333333333334,2,A,107,36
2024,2.5666666666666664,7,B,173,48
2024,5.166666666666667,1,B,181,50
2023,4.566666666666666,2,C,99,24
2022,8.466666666666667,1,D,78,14
2021,6.133333333333334,6,B,186,35
2018,10.666666666666666,7,C,77,23
2021,11.666666666666666,7,B,161,30
2022,12.1,7,B,200,44
2019,11.133333333333333,2,C,72,24
2022,5.666666666666667,6,C,81,18
2021,3.8,4,C,77,26
2020,2.8666666666666667,4,D,79,18
2022,6.9,2,B,146,44
2021,4.833333333333333,1,A,142,47
2025,8.133333333333333,2,B,171,42
2023,3.966666666666667,4,D,72,12
2024,12.433333333333334,6,B,179,33
2019,5.433333333333334,2,C,93,18
2020,9.833333333333334,6,B,163,42
2023,5.5,2,B,172,41
2019,8.966666666666667,5,A,100,31
2021,11.833333333333334,5,B,157,40
2022,9.733333333333333,5,A,103,32
2022,11.166666666666666,7,B,204,41
2020,10.566666666666666,7,D,56,6
2018,12.366666666666667,3,C,86,24
2024,1.1,4,D,68,11
2022,1.6,3,C,88,28
2025,8.533333333333333,7,C,93,21
2024,8.833333333333334,1,D,63,8
2019,3.3333333333333335,1,C,104,37
2019,1.9,1,D,63,11
2020,1.1333333333333333,7,B,182,52
2023,4.0,5,B,162,43
2022,3.1,5,A,127,38
2019,10.833333333333334,6,B,171,34
2022,4.633333333333333,3,B,169,38
2020,3.1666666666666665,5,C,78,29
2021,8.166666666666666,5,D,87,9
2021,6.0,1,C,107,28
2024,8.766666666666666,6,D,53,3
2020,1.2,2,A,124,40
2020,3.2666666666666666,1,C,111,42
2019,2.1666666666666665,3,B,115,24
2025,1.2666666666666666,4,C,102,30
2019,12.633333333333333,5,D,74,13
2020,10.1,7,B,162,37
2025,7.1,5,B,146,32
2024,11.1,1,C,102,35
2022,10.466666666666667,6,D,63,4
2018,10.5,2,C,75,17
2025,5.933333333333334,4,C,106,42
2025,1.9666666666666668,4,C,98,19
2019,7.366666666666666,5,D,86,13
2022,1.1333333333333333,3,A,152,35
2023,5.633333333333333,6,A,123,32
2020,10.1,7,C,107,26
2018,9.733333333333333,7,C,85,20
2021,9.433333333333334,2,A,129,41
2018,10.733333333333333,2,D,70,19
2018,9.833333333333334,3,D,71,9
2024,7.533333333333333,3,C,124,41
2020,7.7,3,A,115,28
2024,8.166666666666666,2,A,128,35
2022,11.633333333333333,7,C,110,32
2024,3.3666666666666667,2,B,176,54
2024,8.3,6,C,87,22
2024,9.5,1,C,112,39
2021,5.9,5,B,146,37
2023,9.133333333333333,2,C,112,43
2023,11.2,2,B,176,43
2024,11.033333333333333,6,D,75,10
2019,3.9333333333333336,5,D,64,13
2021,4.533333333333333,6,D,73,10
2024,4.133333333333334,5,D,78,11
2018,1.0,1,A,129,40
2024,11.8,1,B,179,51
2023,10.066666666666666,2,C,105,37
2018,7.6,4,D,88,17
2020,3.5666666666666664,3,D,74,14
2023,12.466666666666667,5,A,113,42
2024,4.166666666666667,6,B,176,41
2025,6.1,3,A,137,52
2022,11.866666666666667,7,B,195,33
2024,7.733333333333333,2,C,124,40
2019,6.133333333333334,3,D,87,12
2019,12.366666666666667,4,C,101,26
2018,10.4,6,D,58,8
2024,3.6333333333333333,3,D,75,11
2021,9.533333333333333,5,A,112,38
2018,13.0,1,B,152,35
2018,8.666666666666666,2,B,163,35
2022,10.166666666666666,4,B,163,42
2018,1.3666666666666667,5,C,67,23
2022,9.566666666666666,7,B,162,31
2025,2.0,6,D,69,15
2019,12.333333333333334,3,C,78,27
2023,8.266666666666667,3,B,162,46
2021,9.633333333333333,1,C,116,38
2024,9.8,3,D,78,12
2020,12.3,4,A,109,35
2018,12.1,2,B,172,36
